escuela,region,distrito,total_matricula,curso,nivel,pct_estudiantes
SU BARRIO SABANA HOYOS (NUEVA),ARECIBO,ARECIBO,593,espa,basico,34.38
SU BAYAMONCITO,CAGUAS,CIDRA,288,espa,basico,35.75
SU BERNALDO MENDEZ JIMENEZ,MAYAGUEZ,SAN SEBASTIAN,416,espa,basico,47.26
SU BONIFACIO ALVARADO,BAYAMON,OROCOVIS,190,espa,basico,10
SU BOTIJAS I,BAYAMON,OROCOVIS,186,espa,basico,34.48
SU CACIQUE MAJAGUA,BAYAMON,BAYAMON,248,espa,basico,48.63
SU CARLOS ZAYAS,HUMACAO,YABUCOA,258,espa,basico,48.68
SU CARMELO SERRANO CUBANO,MAYAGUEZ,SAN SEBASTIAN,352,espa,basico,39.16
SU CARMEN VIGNALS ROSARIO,MAYAGUEZ,CABO ROJO,265,espa,basico,38.82
SU CARMEN ZENAIDA VEGA (LA PLATA),CAGUAS,BARRANQUITAS,217,espa,basico,37.09
SU CERTENEJAS II,CAGUAS,CIDRA,435,espa,basico,40.19
SU CLARA M ARAMBURU,HUMACAO,LAS PIEDRAS,494,espa,basico,47.55
SU CRUZ ORTIZ STELLA,HUMACAO,LAS PIEDRAS,269,espa,basico,35.24
SU CUCHILLAS,MAYAGUEZ,SAN SEBASTIAN,255,espa,basico,43.46
SU DAVID ANTONGIORGI CORDOVA,MAYAGUEZ,CABO ROJO,547,espa,basico,22.62
SU DAVID COLON VEGA,BAYAMON,OROCOVIS,202,espa,basico,27.56
SU DEMETRIO RIVERA,BAYAMON,COROZAL,400,espa,basico,37.5
SU DR ARTURO MORALES CARRION,SAN JUAN,SAN JUAN II,383,espa,basico,49.33
SU EL PINO,PONCE,SANTA ISABEL,NA,espa,basico,NA
SU ENRIQUE DE JESUS BORRAS,ARECIBO,ARECIBO,274,espa,basico,36.67
SU EPIFANIO ESTRADA,MAYAGUEZ,AGUADILLA,730,espa,basico,36.18
SU EUGENIO MARIA DE HOSTOS,ARECIBO,CAMUY,107,espa,basico,38.24
SU EUGENIO MARIA DE HOSTOS,CAGUAS,CIDRA,208,espa,basico,56.49
SU EUGENIO NAZARIO SOTO,PONCE,SANTA ISABEL,206,espa,basico,37.9
SU FEDERICO DEGETAU,ARECIBO,ARECIBO,609,espa,basico,28.37
SU FEDERICO DEGETAU,MAYAGUEZ,CABO ROJO,302,espa,basico,43.07
SU FELISA RINCON DE GAUTHIER,MAYAGUEZ,MAYAGUEZ,110,espa,basico,17.74
SU FRANCISCO FELICIE MARTINEZ,ARECIBO,VEGA ALTA,575,espa,basico,38.86
SU FRANCISCO MARIA  QUINONES,MAYAGUEZ,CABO ROJO,266,espa,basico,33.67
SU FRANCISCO SERRANO,ARECIBO,MANATI,306,espa,basico,45.4
SU FRANCISCO VAZQUEZ PUEYO,MAYAGUEZ,CABO ROJO,169,espa,basico,37.01
SU FRANCISCO VINCENTY,MAYAGUEZ,MAYAGUEZ,94,espa,basico,43.48
SU GALO ROSADO,MAYAGUEZ,CABO ROJO,286,espa,basico,32.76
SU GERARDO SELLES SOLA,CAGUAS,CIDRA,300,espa,basico,40.63
SU HATILLO,PONCE,SANTA ISABEL,553,espa,basico,28.64
SU HECTOR I RIVERA,PONCE,UTUADO,240,espa,basico,41.62
SU HELECHAL,CAGUAS,BARRANQUITAS,224,espa,basico,41.28
SU HIGINIO FIGUEROA VILLEGAS,HUMACAO,YABUCOA,390,espa,basico,42.32
SU HONORIO HERNANDEZ,ARECIBO,CAMUY,369,espa,basico,40.91
SU JAGUAL ADENTRO,HUMACAO,YABUCOA,272,espa,basico,41.36
SU JAIME CASTANER,PONCE,YAUCO,191,espa,basico,42.34
SU JESUS T SANABRIA CRUZ,HUMACAO,YABUCOA,505,espa,basico,25.79
SU JOAQUIN PARRILLA,HUMACAO,YABUCOA,203,espa,basico,43.8
SU JOAQUIN VAZQUEZ CRUZ,ARECIBO,CAMUY,296,espa,basico,29.61
SU JORGE LUCAS VALDIVIESO,PONCE,YAUCO,278,espa,basico,46.15
SU JOSE A VARGAS,MAYAGUEZ,SAN SEBASTIAN,265,espa,basico,44.13
SU JOSE CELSO BARBOSA,CAGUAS,BARRANQUITAS,527,espa,basico,34.71
SU JOSE GONZALEZ GINORIO,PONCE,SANTA ISABEL,261,espa,basico,41.9
SU JOSE R BARRERAS,BAYAMON,OROCOVIS,355,espa,basico,33.88
SU JOSE TORO RIOS,HUMACAO,LAS PIEDRAS,352,espa,basico,44.52
SU JOSEFINA SITIRICHE,CAGUAS,GURABO,381,espa,basico,40
SU JUAN ALEMANY SILVA,CAGUAS,GUAYAMA,275,espa,basico,41.87
SU JUAN B SOTO,MAYAGUEZ,AGUADILLA,265,espa,basico,43.93
SU JUAN CANCIO ORTIZ DE LA RENTA,MAYAGUEZ,CABO ROJO,467,espa,basico,48.93
SU JUAN STUBBE,CAGUAS,CIDRA,366,espa,basico,40.74
SU JULIAN MARRERO,BAYAMON,COROZAL,553,espa,basico,42.35
SU LA LOMA (ANTONIO VAZQUEZ RAMOS),CAGUAS,BARRANQUITAS,199,espa,basico,1.63
SU LAJITAS (RAMON T RIVERA),CAGUAS,BARRANQUITAS,260,espa,basico,37.29
SU LAURO GONZALEZ HIJO,MAYAGUEZ,MAYAGUEZ,220,espa,basico,30.3
SU LUCIANO RIOS,HUMACAO,LAS PIEDRAS,273,espa,basico,49.43
SU LUIS MUNOZ RIVERA,ARECIBO,CAMUY,720,espa,basico,37.63
SU MACANA,PONCE,YAUCO,580,espa,basico,35.18
SU MANUEL ORTIZ,HUMACAO,YABUCOA,162,espa,basico,36.59
SU MANUEL ORTIZ SUYA,HUMACAO,YABUCOA,134,espa,basico,57.38
SU MANUEL RUIZ GANDIA,ARECIBO,ARECIBO,503,espa,basico,44.54
SU MARCOS SANCHEZ,HUMACAO,YABUCOA,105,espa,basico,40.74
SU MARIA C SANTIAGO,CAGUAS,BARRANQUITAS,280,espa,basico,50.24
SU MARTA LAFONTAINE,PONCE,UTUADO,116,espa,basico,20.83
SU MATRULLAS,BAYAMON,OROCOVIS,146,espa,basico,39.34
SU MAXIMINO A SALAS,MAYAGUEZ,SAN SEBASTIAN,352,espa,basico,42.8
SU MERCEDES PALMA,CAGUAS,GURABO,154,espa,basico,38.53
SU NEMESIO R CANALES,PONCE,UTUADO,248,espa,basico,48.65
SU NICOLAS RODRIGUEZ,BAYAMON,COROZAL,378,espa,basico,43.01
SU OSCAR PORRATA DORIA,CAGUAS,BARRANQUITAS,174,espa,basico,11.32
SU PASTO,CAGUAS,BARRANQUITAS,365,espa,basico,44.62
SU PEDRO DIAZ FONSECA,CAGUAS,CIDRA,201,espa,basico,47.24
SU PEDRO FERNANDEZ,BAYAMON,COROZAL,372,espa,basico,44.97
SU PEDRO M DOMINICCI,CAGUAS,CIDRA,304,espa,basico,38.1
SU PEDRO RIVERA MOLINA,HUMACAO,LAS PIEDRAS,646,espa,basico,39.3
SU RAFAEL HERNANDEZ,SAN JUAN,GUAYNABO,164,espa,basico,48.72
SU RAFAEL ZAMOT CRUZ,ARECIBO,ARECIBO,296,espa,basico,23.53
SU RAMON ALEJANDRO  AYALA,CAGUAS,BARRANQUITAS,385,espa,basico,44
SU RAMON E BETANCES,ARECIBO,ARECIBO,289,espa,basico,34.95
SU REXFORD GUY TUGWELL,CAGUAS,CIDRA,52,espa,basico,14.29
SU RIO JUEYES,PONCE,SANTA ISABEL,313,espa,basico,51.21
SU ROGELIO ROSADO,HUMACAO,YABUCOA,281,espa,basico,48.36
SU SABANA (SU ALEJANDRINA RIOS),HUMACAO,CANOVANAS,273,espa,basico,39.74
SU SALTOS CABRAS,BAYAMON,OROCOVIS,183,espa,basico,6.67
SU SANAMUERTOS,BAYAMON,OROCOVIS,275,espa,basico,37.29
SU SANDALIO MARCANO,CAGUAS,GURABO,177,espa,basico,44.27
SU SANTIAGO R PALMER,ARECIBO,CAMUY,348,espa,basico,29.03
SU SILVERIO GARCIA,HUMACAO,FAJARDO,291,espa,basico,40.85
SU TORIBIO RIVERA,ARECIBO,MANATI,182,espa,basico,42.62
SU VIDAL SERRANO,CAGUAS,GURABO,264,espa,basico,45.5
SU ZOILO GRACIA,PONCE,SANTA ISABEL,204,espa,basico,40.71
SUP BO SAN ISIDRO VOCACIONAL,HUMACAO,CANOVANAS,NA,espa,basico,NA
SUP MANUEL RAMOS HERNANDEZ,ARECIBO,CAMUY,714,espa,basico,44.17
SUP VOC MANUEL MEDIAVILLA,HUMACAO,LAS PIEDRAS,707,espa,basico,50
SUPERIOR CATALINA MORALES FLORES,MAYAGUEZ,SAN SEBASTIAN,756,espa,basico,36.55
SUPERIOR ISIDRO A SANCHEZ,HUMACAO,CANOVANAS,894,espa,basico,45.85
SUPERIOR JARDINES DE PONCE,PONCE,PONCE,596,espa,basico,49.62
SUPERIOR MIGUEL F SANTIAGO ECHEGARAY,ARECIBO,CAMUY,313,espa,basico,40.26
SUPERIOR NUEVA,MAYAGUEZ,MAYAGUEZ,229,espa,basico,45.1
SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO,PONCE,YAUCO,898,espa,basico,39.53
SUPERIOR URBANA,CAGUAS,GUAYAMA,533,espa,basico,44.81
SUPERIOR URBANA,CAGUAS,CIDRA,958,espa,basico,45.42
SUPERIOR URBANA NUEVA,CAGUAS,GUAYAMA,646,espa,basico,40.35
SUPERIOR VOCACIONAL,ARECIBO,ARECIBO,1309,espa,basico,31.33
SUPERIOR VOCACIONAL,PONCE,UTUADO,640,espa,basico,50
SUPERIOR VOCACIONAL NUEVA,CAGUAS,BARRANQUITAS,257,espa,basico,39.47
SUPERIOR VOCACIONAL NUEVA,PONCE,SANTA ISABEL,372,espa,basico,44.09
SUSANA RIVERA,PONCE,SANTA ISABEL,433,espa,basico,24.77
TELESFORO VELEZ OLIVER,PONCE,UTUADO,116,espa,basico,41.07
TEODOMIRO TABOAS,ARECIBO,MANATI,218,espa,basico,27.4
TEODORO AGUILAR MORA,HUMACAO,YABUCOA,552,espa,basico,55.1
TERESA PRESTAMO,ARECIBO,VEGA ALTA,91,espa,basico,48.57
THEODORE ROSEVELT,MAYAGUEZ,MAYAGUEZ,252,espa,basico,41.73
TIMOTEO DELGADO,ARECIBO,ARECIBO,326,espa,basico,41.25
TOMAS C ONGAY,BAYAMON,BAYAMON,742,espa,basico,45.5
TOMAS CARRION MADURO,PONCE,PONCE,244,espa,basico,44.72
TOMAS CARRION MADURO,SAN JUAN,SAN JUAN I,91,espa,basico,16.28
TOMAS MASO RIVERA  MORALES,BAYAMON,TOA BAJA,343,espa,basico,36.36
TOMAS VERA  AYALA,MAYAGUEZ,SAN SEBASTIAN,150,espa,basico,7.78
TOMAS VERA AYALA,HUMACAO,YABUCOA,60,espa,basico,51.52
TRINA PADILLA DE SANZ,ARECIBO,ARECIBO,583,espa,basico,44.33
TRINA PADILLA DE SANZ,SAN JUAN,SAN JUAN I,412,espa,basico,55.65
TROQUELERIA Y HERRAMENTAJE,BAYAMON,BAYAMON,NA,espa,basico,NA
TULIO LARRINAGA,SAN JUAN,GUAYNABO,205,espa,basico,36.13
UNIVERSITY GARDENS,SAN JUAN,SAN JUAN I,611,espa,basico,0.66
VENUS GARDENS,SAN JUAN,SAN JUAN II,529,espa,basico,44.35
VICENTE ACEVEDO BALLESTER,ARECIBO,MANATI,331,espa,basico,26.95
VICENTE PALES ANES,CAGUAS,GUAYAMA,129,espa,basico,50.77
VICTOR PARES COLLAZO,SAN JUAN,SAN JUAN I,77,espa,basico,34.62
VICTOR ROJAS I,ARECIBO,ARECIBO,86,espa,basico,35.71
VICTOR ROJAS II,ARECIBO,ARECIBO,205,espa,basico,5.43
VICTORIA SANTIAGO,CAGUAS,GUAYAMA,93,espa,basico,32.26
VILLA  CAPRI,SAN JUAN,SAN JUAN II,318,espa,basico,2.26
VILLA GRANADA,SAN JUAN,SAN JUAN II,405,espa,basico,52.17
VILLA MARINA,CAGUAS,GURABO,280,espa,basico,33.33
VIOLANTA JIMENEZ,BAYAMON,TOA BAJA,333,espa,basico,15.63
VIRGILIO DAVILA,BAYAMON,BAYAMON,293,espa,basico,46.41
VIRGINIA VAZQUEZ MENDOZA,CAGUAS,CIDRA,175,espa,basico,25.66
VISITACION PAGAN,BAYAMON,OROCOVIS,258,espa,basico,26.42
VOCACIONAL AGRICOLA SOLLER,ARECIBO,CAMUY,NA,espa,basico,NA
WALTER MC JONES,PONCE,SANTA ISABEL,357,espa,basico,8.29
WASHINGTON I,CAGUAS,GUAYAMA,281,espa,basico,50.81
WEBSTER,PONCE,YAUCO,252,espa,basico,4.55
WILFREDO LAFUENTE ORTIZ,HUMACAO,YABUCOA,298,espa,basico,38.55
WILLIAM D BOYCE,SAN JUAN,SAN JUAN I,383,espa,basico,45.77
WOODROW WILSON,CAGUAS,GUAYAMA,105,espa,basico,33.33
HECTOR HERNANDEZ ARANA,ARECIBO,CAMUY,NA,espa,basico,NA
ANGEL RAFAEL DIAZ COLON,BAYAMON,OROCOVIS,NA,espa,basico,NA
MIGUEL MELENDEZ MUNOZ,CAGUAS,CIDRA,NA,espa,basico,NA
ERNESTO VICENTE CARATTINI,CAGUAS,CIDRA,NA,espa,basico,NA
VIOLETA REYES PEREZ,CAGUAS,CIDRA,NA,espa,basico,NA
DON LUIS MUNOZ MARIN,HUMACAO,FAJARDO,NA,espa,basico,NA
SU CONCHITA IGUARTUA DE SUAREZ,MAYAGUEZ,AGUADILLA,NA,espa,basico,NA
DR SILVERIO MEDINA GAUD,MAYAGUEZ,MAYAGUEZ,NA,espa,basico,NA
EMILIO SCHARON RODRIGUEZ,MAYAGUEZ,SAN SEBASTIAN,NA,espa,basico,NA
ROMAN COLON CORREA,PONCE,SANTA ISABEL,NA,espa,basico,NA
GLORIA MARIA BORRERO OLIVERAS,PONCE,YAUCO,NA,espa,basico,NA
CARLOS RIVERA UFRET,HUMACAO,LAS PIEDRAS,263,espa,basico,41.23
INES MARIA  MENDOZA,MAYAGUEZ,CABO ROJO,569,espa,basico,47.93
20 DE SEPTIEMBRE DE 1988,HUMACAO,FAJARDO,218,espa,avanzado,6.88
ABELARDO DIAZ ALFARO,SAN JUAN,SAN JUAN II,135,espa,avanzado,36.36
ABELARDO DIAZ ALFARO,BAYAMON,TOA BAJA,576,espa,avanzado,12.63
ABELARDO DIAZ MORALES,CAGUAS,GURABO,656,espa,avanzado,15.73
ABELARDO MARTINEZ OTERO,ARECIBO,ARECIBO,465,espa,avanzado,30.33
ABRAHAM LINCOLN,PONCE,PONCE,211,espa,avanzado,37.14
ABRAHAM LINCOLN,SAN JUAN,SAN JUAN I,178,espa,avanzado,18.75
ABRAHAM LINCOLN,BAYAMON,COROZAL,385,espa,avanzado,17.74
ADALBERTO SANCHEZ MORALES,CAGUAS,GUAYAMA,467,espa,avanzado,87.27
ADELA BRENES TEXIDOR,CAGUAS,GUAYAMA,340,espa,avanzado,10
ADELA ROLON FUENTES,BAYAMON,TOA BAJA,703,espa,avanzado,18.18
ADOLFINA IRIZARRY DE PUIG,BAYAMON,TOA BAJA,628,espa,avanzado,16.88
ADOLFO BABILONIA,MAYAGUEZ,SAN SEBASTIAN,322,espa,avanzado,19.77
ADOLFO GRANA RIVERA,PONCE,YAUCO,270,espa,avanzado,40
ADRIAN TORRES TORRES,PONCE,UTUADO,387,espa,avanzado,20.22
ADRIANNE SERRANO,HUMACAO,FAJARDO,NA,espa,avanzado,NA
AGAPITO ROSARIO ROSARIO,ARECIBO,VEGA ALTA,447,espa,avanzado,26.1
AGRICOLA DE BUCARABONES,BAYAMON,TOA BAJA,NA,espa,avanzado,NA
AGRIPINA SEDA,PONCE,YAUCO,274,espa,avanzado,11.9
AGUSTIN ACEVEDO HERNANDEZ,MAYAGUEZ,SAN SEBASTIAN,211,espa,avanzado,5.88
AGUSTIN CABRERA,SAN JUAN,CAROLINA,465,espa,avanzado,13.75
AGUSTIN FERNANDEZ COLON,CAGUAS,CIDRA,159,espa,avanzado,20
AIBONITO BELTRAN,MAYAGUEZ,SAN SEBASTIAN,120,espa,avanzado,38.1
ALBERT EINSTEIN,SAN JUAN,SAN JUAN II,425,espa,avanzado,5.88
ALBERTO MELENDEZ,BAYAMON,OROCOVIS,511,espa,avanzado,13.83
ALCIDES FIGUEROA,MAYAGUEZ,AGUADILLA,284,espa,avanzado,59.82
ALEJANDRO JR CRUZ,BAYAMON,TOA BAJA,204,espa,avanzado,21.05
ALEJANDRO JR CRUZ,SAN JUAN,GUAYNABO,123,espa,avanzado,81.32
ALEJANDRO TAPIA Y RIVERA,MAYAGUEZ,CABO ROJO,101,espa,avanzado,48.72
ALEJANDRO TAPIA Y RIVERA,SAN JUAN,SAN JUAN II,305,espa,avanzado,4.58
ALEJANDRO TAPIA Y RIVERA,SAN JUAN,GUAYNABO,310,espa,avanzado,5.8
ALFONSO CASTA  MARTINEZ,HUMACAO,YABUCOA,369,espa,avanzado,22.08
ALFONSO DIAZ LEBRON,HUMACAO,LAS PIEDRAS,334,espa,avanzado,10.95
ALFONSO LOPEZ O'NEILL,CAGUAS,CIDRA,222,espa,avanzado,19.32
ALMACIGO ALTO II,PONCE,YAUCO,135,espa,avanzado,38.24
ALMACIGO BAJO I Y BAJO II,PONCE,YAUCO,125,espa,avanzado,41.27
ALTINENCIA VALLE,BAYAMON,TOA BAJA,595,espa,avanzado,14.44
AMALIA EXPOSITO,SAN JUAN,CAROLINA,267,espa,avanzado,52.17
AMALIA H MANGUAL,CAGUAS,GURABO,101,espa,avanzado,45.65
AMALIA LOPEZ DE AVILA (NUEVA),ARECIBO,CAMUY,453,espa,avanzado,52.05
AMALIA LOPEZ DE VILA,BAYAMON,TOA BAJA,165,espa,avanzado,23.46
AMALIA MARIN,SAN JUAN,SAN JUAN II,380,espa,avanzado,5.13
AMALIA MARIN,SAN JUAN,SAN JUAN II,236,espa,avanzado,65.82
AMINA TIO DE MALARET,MAYAGUEZ,CABO ROJO,137,espa,avanzado,72.73
ANA DELIA FLORES SANTANA  VOC,HUMACAO,FAJARDO,757,espa,avanzado,21.52
ANA HERNANDEZ USERA,CAGUAS,GUAYAMA,171,espa,avanzado,36.96
ANA J CANDELAS,CAGUAS,CIDRA,490,espa,avanzado,22.43
ANA M. JAVARIZ,MAYAGUEZ,AGUADILLA,206,espa,avanzado,53.46
ANA MARIA NEGRON,PONCE,YAUCO,170,espa,avanzado,10.53
ANA ROQUE DE DUPREY,HUMACAO,LAS PIEDRAS,581,espa,avanzado,13.89
ANA ROQUE DE DUPREY,SAN JUAN,SAN JUAN II,133,espa,avanzado,9.62
ANA VALLDEJULY (JAUCA),PONCE,SANTA ISABEL,215,espa,avanzado,52.17
ANDRES C GONZALEZ,BAYAMON,BAYAMON,222,espa,avanzado,10.76
ANDRES GRILLASCA SALAS,PONCE,PONCE,265,espa,avanzado,9.09
ANDRES VALCARCEL,SAN JUAN,GUAYNABO,486,espa,avanzado,10.9
ANGEL G. QUINTERO,BAYAMON,OROCOVIS,407,espa,avanzado,26.86
ANGEL GELO MORALES MORALES,MAYAGUEZ,SAN SEBASTIAN,170,espa,avanzado,29.31
ANGEL GUERRERO LUGO,MAYAGUEZ,SAN SEBASTIAN,157,espa,avanzado,50
ANGEL MALDONADO BULA,PONCE,UTUADO,96,espa,avanzado,88.64
ANGEL MILLAN HUERTAS,BAYAMON,BAYAMON,259,espa,avanzado,31.15
ANGEL P MILLAN ROHENA,SAN JUAN,CAROLINA,773,espa,avanzado,6.19
ANGEL RAMOS,SAN JUAN,SAN JUAN II,342,espa,avanzado,18.07
ANGEL SANDIN MARTINEZ,ARECIBO,VEGA ALTA,705,espa,avanzado,9.29
ANGELA CALVANI,PONCE,UTUADO,206,espa,avanzado,33.78
ANGELA CORDERO BERNARD,PONCE,PONCE,667,espa,avanzado,23.06
ANGELICA GOMEZ DE BETANCOURT,ARECIBO,ARECIBO,223,espa,avanzado,20.38
ANGELICA TORO (NUEVA),PONCE,UTUADO,354,espa,avanzado,87.76
ANIBAL REYES BELEN,ARECIBO,ARECIBO,872,espa,avanzado,16.38
ANSELMO VILLARRUBIA,MAYAGUEZ,AGUADILLA,316,espa,avanzado,30.9
ANTERA ROSADO FUENTES,HUMACAO,CANOVANAS,520,espa,avanzado,44.96
ANTONIA MARTINEZ,MAYAGUEZ,CABO ROJO,132,espa,avanzado,10.71
ANTONIA SAEZ IRIZARRY,BAYAMON,TOA BAJA,209,espa,avanzado,51.21
ANTONIO B CAIMARY,SAN JUAN,SAN JUAN I,239,espa,avanzado,16.91
ANTONIO BADILLO HERNANDEZ,MAYAGUEZ,AGUADILLA,336,espa,avanzado,9.12
ANTONIO BADILLO HERNANDEZ,MAYAGUEZ,AGUADILLA,239,espa,avanzado,26.09
ANTONIO DOMINGUEZ NIEVES,CAGUAS,GURABO,186,espa,avanzado,1.52
ANTONIO FERNOS ISERN,HUMACAO,YABUCOA,620,espa,avanzado,32.45
ANTONIO GEIGEL PAREDES,MAYAGUEZ,SAN SEBASTIAN,219,espa,avanzado,25.28
ANTONIO GONZALEZ SUAREZ,MAYAGUEZ,AGUADILLA,266,espa,avanzado,30.41
ANTONIO PAOLI,PONCE,PONCE,262,espa,avanzado,6.25
ANTONIO PAOLI,ARECIBO,VEGA ALTA,357,espa,avanzado,38.84
ANTONIO R BARCELO,HUMACAO,CANOVANAS,569,espa,avanzado,11.65
ANTONIO REYES,ARECIBO,CAMUY,502,espa,avanzado,19.87
ANTONIO ROSA GUZMAN (NUEVA),HUMACAO,LAS PIEDRAS,280,espa,avanzado,18.32
ANTONIO S PAOLI (MUSICA),CAGUAS,GURABO,NA,espa,avanzado,NA
ANTONIO S PEDREIRA,MAYAGUEZ,SAN SEBASTIAN,623,espa,avanzado,20.93
ANTONIO S PEDREIRA (PRE-TEC),CAGUAS,GURABO,439,espa,avanzado,18.49
ANTONIO SARRIERA EGOZCUE,SAN JUAN,SAN JUAN II,259,espa,avanzado,4.26
ANTONIO TULLA TORRES,PONCE,UTUADO,163,espa,avanzado,53.39
ANTONIO VALERO BERNABE,HUMACAO,FAJARDO,370,espa,avanzado,5.43
ANTONIO VELEZ  ALVARADO,ARECIBO,MANATI,144,espa,avanzado,65.56
APOLO SAN ANTONIO,ARECIBO,VEGA ALTA,655,espa,avanzado,11.89
AQUILINO CABAN,MAYAGUEZ,AGUADILLA,361,espa,avanzado,21.97
ARISTIDES CALES QUIROS,PONCE,YAUCO,382,espa,avanzado,22.75
ARSENIO MARTINEZ,MAYAGUEZ,AGUADILLA,292,espa,avanzado,0
ARTURO LLUBERAS,PONCE,YAUCO,236,espa,avanzado,25.44
ASUNCION RODRIGUEZ DE SALA,PONCE,YAUCO,723,espa,avanzado,19.59
AUREA E RIVERA COLLAZO,PONCE,PONCE,430,espa,avanzado,26.83
AUREA FUENTES MENDEZ,MAYAGUEZ,SAN SEBASTIAN,102,espa,avanzado,6.42
AUREA QUILES CLAUDIO,PONCE,YAUCO,514,espa,avanzado,15
AURELIA QUINTERO LABOY,PONCE,SANTA ISABEL,134,espa,avanzado,54.22
AURELIO PEREZ MARTINEZ,BAYAMON,BAYAMON,285,espa,avanzado,6.25
AURORA MENDEZ CHARNECO,MAYAGUEZ,SAN SEBASTIAN,285,espa,avanzado,19.55
AVELINO PENA REYES,HUMACAO,LAS PIEDRAS,72,espa,avanzado,0
BARAHONA (ELEMENTAL),BAYAMON,OROCOVIS,260,espa,avanzado,12.1
BARRIADA CABAN,MAYAGUEZ,AGUADILLA,148,espa,avanzado,28.87
BARTOLOME DE LAS CASAS,MAYAGUEZ,CABO ROJO,178,espa,avanzado,76.04
BASILIO MILAN HERNANDEZ,BAYAMON,TOA BAJA,735,espa,avanzado,17.6
BELEN BLANCO DE ZEQUEIRA,HUMACAO,CANOVANAS,183,espa,avanzado,5.08
BELLA VISTA,SAN JUAN,SAN JUAN II,118,espa,avanzado,29.41
BELLAS ARTES,ARECIBO,ARECIBO,NA,espa,avanzado,NA
BELLAS ARTES DE PONCE,PONCE,PONCE,NA,espa,avanzado,NA
BENICIA VELEZ,PONCE,YAUCO,136,espa,avanzado,54.37
BENIGNA I CARATINI,PONCE,SANTA ISABEL,174,espa,avanzado,67.59
BENIGNO CARRION,CAGUAS,CIDRA,240,espa,avanzado,31.61
BENIGNO FERNANDEZ GARCIA,CAGUAS,CIDRA,354,espa,avanzado,23.88
BENITA GONZALEZ QUINONES,CAGUAS,GURABO,198,espa,avanzado,14.29
BENITO CEREZO VAZQUEZ,MAYAGUEZ,AGUADILLA,455,espa,avanzado,11.68
BENJAMIN FRANKLIN,PONCE,SANTA ISABEL,246,espa,avanzado,16.18
BENJAMIN HARRISON,CAGUAS,CIDRA,836,espa,avanzado,6.37
BERNARDA ROBLES DE HEVIA,BAYAMON,COROZAL,159,espa,avanzado,5.88
BERNARDINO CORDERO BERNARD,PONCE,PONCE,1182,espa,avanzado,17.7
BERNARDO GONZALEZ COLON,PONCE,UTUADO,346,espa,avanzado,17.84
BERNARDO HUYKE,BAYAMON,BAYAMON,373,espa,avanzado,30.93
BERTA ZALDUONDO,HUMACAO,FAJARDO,452,espa,avanzado,44.19
BERWIND ELEMENTAL,SAN JUAN,SAN JUAN II,217,espa,avanzado,22.83
BERWIND INTERMEDIA,SAN JUAN,SAN JUAN II,428,espa,avanzado,5.73
BERWIND SUPERIOR,SAN JUAN,SAN JUAN II,428,espa,avanzado,6.03
BETHZAIDA VELAZQUEZ SUPERIOR,PONCE,PONCE,370,espa,avanzado,18.39
BETTY ROSADO DE VEGA,SAN JUAN,GUAYNABO,193,espa,avanzado,34.31
BLANCA MALARET,MAYAGUEZ,CABO ROJO,406,espa,avanzado,40.27
BOLIVAR PAGAN,SAN JUAN,SAN JUAN II,242,espa,avanzado,28.21
BONIFACIO SANCHEZ JIMENEZ,CAGUAS,BARRANQUITAS,406,espa,avanzado,25
BRAULIO AYALA PEREZ,HUMACAO,LAS PIEDRAS,142,espa,avanzado,78.46
BRAULIO DUENO COLON,BAYAMON,BAYAMON,286,espa,avanzado,14.74
BRYAN,MAYAGUEZ,MAYAGUEZ,84,espa,avanzado,22.73
CALZADA,HUMACAO,YABUCOA,148,espa,avanzado,8.96
CAMILO VALLES MATIENZO,HUMACAO,CANOVANAS,402,espa,avanzado,35.18
CANABON ABAJO,CAGUAS,BARRANQUITAS,108,espa,avanzado,80.43
CANDIDO BERRIOS,HUMACAO,LAS PIEDRAS,356,espa,avanzado,26.17
CAPITANEJO,PONCE,PONCE,143,espa,avanzado,28.92
CARLOS ALVERIO PIMENTEL,BAYAMON,OROCOVIS,111,espa,avanzado,62.96
CARLOS ESCOBAR LOPEZ,HUMACAO,CANOVANAS,247,espa,avanzado,7.46
CARLOS F DANIELS (VOC. DE AREA),SAN JUAN,CAROLINA,NA,espa,avanzado,0
CARLOS ORAMA PADILLA,BAYAMON,BAYAMON,367,espa,avanzado,48.65
CARMEN APONTE,PONCE,UTUADO,81,espa,avanzado,60
CARMEN ARZUAGA DE RIVERA,HUMACAO,LAS PIEDRAS,347,espa,avanzado,30.23
CARMEN BARROSO MORALES,BAYAMON,TOA BAJA,227,espa,avanzado,89.47
CARMEN BELEN VEIGA,PONCE,SANTA ISABEL,457,espa,avanzado,18.9
CARMEN BENITEZ,HUMACAO,LAS PIEDRAS,277,espa,avanzado,26.42
CARMEN BORRAS BATTISTINI,MAYAGUEZ,CABO ROJO,NA,espa,avanzado,NA
CARMEN CASASUS MARTI,MAYAGUEZ,AGUADILLA,362,espa,avanzado,60.22
CARMEN D ORTIZ ORTIZ(SU SUMIDERO),CAGUAS,CIDRA,485,espa,avanzado,11.01
CARMEN FELICIANO CARRERA,HUMACAO,CANOVANAS,389,espa,avanzado,12.85
